XOMS,LOCAL LEGENDS,GOALS MET,CHALLENGES COMPLETED,TOP 10 TIMES,BEST EFFORTS,PRS,Segment ID,Segment Name,Elapsed Time,Start Date
0,0,0,0,0,3,245,4838654,Bezuidenhoutseweg,227,"Aug 25, 2026, 5:01:23 PM"
